209
38;6;27;28;6;7;4;3;1;4;6;6;14;5;5;3;3;3;3;0;4;3;3;3;5;4;5;2;18;16;22;24;23;23;24;7;10;23;31;25;17;17;25;24;23;8;20;35;36;37;38;36;37;38;34;33;39;34;35;36;38;38;38;38;40;38;41;40;40;38;39;38;38;38;39;41;40;42;41;32;29;41;48;46;27;27;28;25;25;32;33;37;28;28;26;30;35;35;36;37;39;26;27;24;37;23;53;55;58;57;60;56;50;59;57;60;59;55;59;48;49;50;43;44;47;42;50;35;47;51;52;57;51;52;52;64;59;55;54;55;64;55;51;57;62;61;70;58;37;34;34;35;36;36;37;35;35;37;28;29;28;29;29;32;31;27;33;30;39;38;41;38;37;41;45;43;46;43;34;30;36;24;25;24;24;26;30;30;32;27;14;13;31;32;27;17;22;52;41;41;43;43;43;42;30;42;3;4;37
37;5;27;28;8;8;6;3;5;5;7;8;15;7;6;2;2;3;5;4;0;5;5;2;5;5;5;4;18;16;23;24;23;23;24;7;10;23;32;25;17;17;26;24;24;7;21;36;36;37;38;36;37;38;34;33;39;34;35;36;38;38;39;39;40;38;41;40;40;38;39;38;38;38;39;41;41;42;41;32;29;41;48;46;27;27;28;25;25;32;34;37;28;28;27;30;35;35;36;37;39;26;27;24;37;23;53;55;58;57;60;56;50;59;57;60;59;55;59;48;49;50;43;44;47;42;50;35;47;51;52;57;51;52;52;64;59;55;54;55;64;55;51;57;62;61;70;58;37;34;34;36;36;36;37;35;35;37;28;29;28;29;29;32;31;27;33;30;39;38;41;38;37;41;45;43;46;44;34;30;36;24;26;24;24;26;30;30;32;27;14;13;31;32;27;17;22;52;41;41;43;43;43;42;30;42;1;4;37
36;7;25;26;6;5;5;3;4;2;7;7;12;6;6;4;4;5;4;3;5;0;1;4;6;1;5;3;16;14;19;22;21;21;22;5;8;21;29;23;15;15;23;21;21;9;18;33;34;34;36;34;34;36;32;31;37;32;33;34;35;36;36;36;37;35;38;38;38;36;37;36;36;36;37;39;38;39;39;29;26;39;46;43;25;25;25;22;23;30;31;35;26;25;24;28;33;32;34;34;36;24;25;21;34;21;51;53;55;55;58;54;47;56;55;57;56;52;56;45;46;47;41;41;45;40;47;32;44;49;49;55;48;49;50;61;57;52;51;53;61;53;48;54;60;59;67;56;34;32;32;33;33;33;35;33;33;34;25;26;26;27;26;29;28;24;31;28;36;35;38;36;34;38;42;40;43;41;32;28;33;21;23;22;22;24;27;28;30;25;11;11;29;30;24;15;20;49;38;39;40;41;40;39;28;39;4;3;35
36;7;25;26;6;5;4;3;3;2;6;6;13;6;6;4;5;4;4;3;5;1;0;3;6;2;5;2;17;15;20;23;22;22;23;5;9;22;30;24;16;16;24;22;22;9;19;34;34;35;36;34;35;36;32;31;37;32;33;34;36;36;37;36;38;36;39;38;38;36;37;36;36;36;37;39;39;40;39;30;27;39;46;44;25;25;26;23;23;30;31;35;26;26;25;28;33;33;34;35;37;24;25;22;35;21;51;53;56;55;58;54;48;57;55;58;57;53;57;46;47;48;41;42;45;40;48;33;45;49;50;55;49;50;50;62;57;53;52;53;62;53;49;55;60;59;68;56;35;32;32;33;34;34;35;33;33;35;26;27;26;27;27;30;29;25;31;28;37;36;39;36;35;39;43;41;44;41;32;28;34;22;24;22;22;24;28;28;30;25;12;11;29;30;25;16;20;50;39;39;41;41;41;40;28;40;4;3;35
36;5;26;27;7;7;5;1;4;4;6;7;13;6;5;2;2;2;4;3;2;4;3;0;5;3;5;2;17;15;22;23;22;22;23;5;9;22;30;24;15;16;24;22;22;6;19;34;35;35;37;34;35;36;33;32;38;33;34;35;36;37;37;37;38;36;39;39;38;37;38;37;37;37;38;40;39;40;40;30;27;40;46;44;26;26;26;23;24;31;32;36;27;26;25;29;33;33;35;35;37;25;26;22;35;22;52;54;56;56;59;55;48;57;56;58;57;53;57;46;47;48;42;42;46;41;48;33;45;50;50;56;49;50;51;62;58;53;52;54;62;54;49;55;61;60;68;57;35;33;33;34;34;34;36;34;34;35;26;27;27;28;27;30;29;25;32;29;37;36;39;37;35;39;43;41;44;42;33;29;34;22;24;23;23;25;28;29;30;26;12;12;30;31;25;16;21;50;39;40;41;42;41;40;29;40;1;3;36
40;6;31;31;9;10;3;6;6;8;5;7;17;5;3;5;5;5;4;5;5;6;6;5;0;7;2;4;22;20;25;27;27;26;27;10;13;27;34;28;20;20;28;27;26;6;23;38;39;40;41;39;40;41;37;36;42;37;38;39;41;41;41;41;43;41;44;43;43;41;42;41;41;41;42;44;43;45;44;35;32;44;51;49;30;30;31;28;28;35;37;40;31;31;29;33;38;38;39;40;42;29;30;27;40;26;56;58;61;60;63;59;53;62;60;63;62;58;62;51;52;53;46;47;50;45;53;38;50;54;55;60;54;55;55;67;62;58;57;58;67;58;54;60;65;64;73;61;40;37;37;38;38;39;40;38;38;40;31;32;31;32;32;35;34;30;36;33;42;41;44;41;40;44;48;46;49;46;37;33;39;27;28;27;27;29;33;33;35;30;17;16;34;35;30;20;25;55;44;44;46;46;46;45;33;45;6;7;40
36;7;25;25;7;5;6;4;5;3;8;8;12;7;7;4;5;5;5;4;5;1;2;3;7;0;6;4;16;14;20;22;21;21;22;5;8;21;29;23;15;15;23;22;22;9;19;34;34;35;36;34;35;36;32;31;37;32;33;34;36;36;36;36;38;36;39;38;38;36;37;36;36;36;37;39;39;40;39;30;27;39;46;44;25;25;26;23;23;30;32;35;26;26;25;28;33;33;34;35;37;24;25;22;35;21;51;53;56;55;58;54;48;57;55;58;57;53;57;46;47;48;41;42;45;40;48;33;45;49;50;55;49;50;50;62;57;53;52;53;62;53;49;55;60;59;68;56;35;32;32;33;34;34;35;33;33;35;26;27;26;27;27;30;29;25;31;28;37;36;39;36;35;39;43;41;44;41;32;28;34;22;24;22;22;24;28;28;30;25;12;11;29;30;25;15;20;50;39;39;41;41;41;40;28;40;4;3;35
40;6;30;31;8;10;2;6;5;7;5;6;17;4;2;5;5;4;4;5;5;5;5;5;2;6;0;3;21;19;24;27;25;26;27;9;13;26;34;28;20;20;28;26;26;5;23;38;38;39;40;38;39;40;36;36;42;36;37;39;40;41;41;41;42;40;43;42;42;40;42;40;41;40;41;44;43;44;43;34;31;43;50;48;30;30;30;27;27;34;36;39;31;30;29;32;37;37;38;39;41;29;29;26;39;26;55;57;60;60;62;59;52;61;59;62;61;57;61;50;51;52;46;46;49;45;52;37;49;53;54;59;53;54;55;66;61;57;56;57;66;57;53;59;64;63;72;60;39;36;37;38;38;38;39;38;37;39;30;31;30;31;31;34;33;29;35;32;41;40;43;40;39;43;47;45;48;46;36;32;38;26;28;27;26;28;32;32;34;29;16;15;33;34;29;20;24;54;43;43;45;45;45;44;32;44;5;6;39
38;7;27;28;5;7;3;3;3;4;5;6;15;4;4;3;4;3;2;2;4;3;2;2;4;4;3;0;19;17;22;24;23;24;24;7;11;24;32;25;17;17;26;24;24;7;21;36;36;37;38;36;37;38;34;33;39;34;35;36;38;38;39;38;40;38;41;40;40;38;39;38;38;38;39;41;41;42;41;32;29;41;48;46;27;27;28;25;25;32;33;37;28;28;27;30;35;35;36;37;39;26;27;24;37;23;53;55;58;57;60;56;50;59;57;60;59;55;59;48;49;50;43;44;47;42;50;35;47;51;52;57;51;52;52;64;59;55;54;55;64;55;51;57;62;61;70;58;37;34;34;35;36;36;37;35;35;37;28;29;28;29;29;32;31;27;33;30;39;38;41;38;37;41;45;43;46;43;34;30;36;24;26;24;24;26;30;30;32;27;14;13;31;32;27;18;22;52;41;41;43;43;43;42;30;42;3;4;37
27;21;13;14;22;18;20;18;19;18;23;22;23;22;21;18;18;18;20;18;18;16;17;17;22;16;21;19;0;21;7;32;31;31;32;15;18;9;40;33;6;7;34;29;29;23;29;25;25;26;28;25;26;27;23;23;29;23;24;26;27;28;28;28;29;27;30;29;29;28;29;27;28;28;28;31;30;31;30;21;18;30;37;35;14;17;17;14;15;21;20;26;23;22;21;24;29;29;30;31;36;23;17;13;31;13;46;49;51;51;52;48;39;48;47;49;48;44;48;37;38;39;33;33;38;36;39;24;36;49;49;55;46;46;46;62;53;52;51;52;61;49;45;54;59;59;68;57;34;31;31;32;33;33;34;32;33;34;26;26;26;28;27;30;28;25;31;28;37;37;39;36;35;38;43;41;45;40;32;31;33;21;23;22;22;23;27;27;29;24;15;15;28;29;24;20;20;50;39;39;41;41;40;41;27;36;18;17;34
31;19;26;26;20;17;18;16;17;16;21;20;9;20;19;16;16;16;18;16;16;14;15;15;20;14;19;17;21;0;25;14;14;15;21;11;7;21;25;14;15;15;19;10;10;21;14;34;34;35;36;34;35;36;32;31;38;32;33;34;36;36;37;37;38;36;39;38;38;36;37;36;36;36;37;40;39;40;39;30;27;39;46;44;25;25;26;23;23;30;32;35;22;21;20;24;25;25;26;31;28;19;21;22;31;17;48;50;52;52;55;51;46;55;54;57;57;53;57;45;45;46;38;38;41;36;48;33;45;43;43;48;43;42;46;55;52;47;46;47;55;49;45;48;54;53;61;50;30;27;26;25;27;27;28;25;27;29;21;21;21;22;22;21;19;20;26;23;32;32;34;31;29;33;38;36;39;36;28;20;27;10;12;11;10;13;18;17;20;17;8;7;18;19;15;2;12;43;34;34;34;35;33;33;17;36;16;14;29
30;26;10;11;22;17;24;21;23;18;26;24;29;25;25;23;23;23;23;22;23;19;20;22;25;20;24;22;7;25;0;39;38;38;38;21;25;7;46;39;12;13;40;35;35;27;35;25;25;26;27;25;26;27;23;22;29;23;24;25;27;27;28;28;29;27;30;29;29;27;28;27;27;27;28;30;30;31;30;25;22;30;37;35;11;20;21;18;18;23;18;26;28;27;26;29;34;34;35;36;41;29;20;17;34;19;48;49;51;51;52;49;39;48;46;49;49;44;49;37;38;39;36;37;41;39;39;28;37;55;55;61;51;51;51;68;56;56;57;58;67;52;50;56;62;65;74;63;40;37;37;38;39;39;40;38;39;40;32;32;32;33;33;36;34;31;37;34;43;43;45;42;41;44;49;47;51;46;38;37;39;27;28;28;28;29;33;33;35;30;21;21;34;35;30;26;26;56;45;45;47;47;46;47;33;41;23;21;40
36;27;37;38;28;25;26;23;25;23;28;28;15;28;27;24;24;24;26;24;24;22;23;23;27;22;27;24;32;14;39;0;2;2;15;18;15;33;12;1;27;27;6;5;4;28;11;45;46;46;48;46;47;48;44;43;49;44;45;46;47;48;48;48;49;47;50;50;50;48;49;48;48;48;49;51;50;52;51;42;38;45;58;55;37;37;38;34;35;42;44;47;27;26;28;30;30;29;31;36;32;24;32;34;37;29;52;54;56;56;59;55;52;61;60;63;68;63;68;57;51;52;44;44;46;42;58;39;56;47;47;53;47;46;50;59;56;51;50;51;59;54;50;52;58;57;65;54;34;31;30;30;31;31;33;30;31;33;25;26;25;27;26;25;24;24;31;28;36;36;38;35;34;37;42;40;43;41;32;25;32;15;16;16;15;17;22;21;24;21;19;19;22;23;20;14;19;47;38;38;38;39;37;37;21;41;23;22;33
37;26;38;39;27;24;25;21;24;21;27;27;16;27;26;23;23;23;25;23;23;21;22;22;27;21;25;23;31;14;38;2;0;3;14;17;14;35;14;3;28;28;8;5;5;28;12;46;46;47;49;46;47;48;45;44;50;45;46;47;48;49;49;49;50;48;51;51;50;49;50;49;49;49;50;52;51;52;52;42;39;46;58;56;38;38;38;35;36;43;44;48;27;27;29;30;30;30;31;36;33;24;33;34;37;29;53;55;57;57;60;56;52;62;61;63;69;64;68;58;52;53;45;45;47;42;58;39;57;48;48;53;48;47;51;60;57;52;51;52;60;55;50;53;59;58;66;55;35;32;31;31;32;32;34;30;32;34;26;26;26;27;27;26;25;25;31;28;37;37;39;36;35;38;43;41;44;42;33;26;32;16;17;16;16;18;23;22;25;22;20;20;23;24;20;15;20;48;39;39;39;40;38;38;22;41;23;21;34
